key_path,index_type,init_table_size,test_suite,insert_throughput_avg,insert_throughput_min,insert_throughput_max,insert_throughput_stdv,insert_throughput_cv,read_throughput_avg,read_throughput_min,read_throughput_max,read_throughput_stdv,read_throughput_cv,memory_consumption,original_read_throughput_avg,read_throughput_avg_change_ratio
datasets/linear,alex,10000000,22,3062981.0,3062981,3062981,,,6958434.0,6958434.0,6958434.0,,,0.0,13717404.5,-0.49272954661357404
datasets/linear,alex,10000000,41,3817676.0,3817676,3817676,,,6725947.0,6725947.0,6725947.0,,,0.0,13731272.0,-0.5101730560722998
datasets/linear,alex,10000000,42,3015801.0,3015801,3015801,,,6673790.0,6673790.0,6673790.0,,,0.0,13584834.0,-0.5087323113407201
datasets/linear,alex,20000000,21,3292054.0,3292054,3292054,,,2236817.0,2236817.0,2236817.0,,,0.0,3414306.0,-0.3448692062164317
datasets/linear,alex,20000000,22,3012330.0,3012330,3012330,,,6748578.0,6748578.0,6748578.0,,,0.0,13480013.0,-0.4993641326607029
datasets/linear,alex,20000000,41,4044321.0,4044321,4044321,,,7214047.0,7214047.0,7214047.0,,,0.0,13713685.0,-0.47395269761555703
datasets/linear,alex,20000000,42,3078539.0,3078539,3078539,,,7167017.0,7167017.0,7167017.0,,,0.0,13629800.5,-0.4741656710235781
datasets/linear,alex,50000000,21,3002375.0,3002375,3002375,,,2626083.0,2626083.0,2626083.0,,,0.0,3365364.0,-0.2196734142280003
datasets/linear,alex,50000000,22,3123708.0,3123708,3123708,,,7484875.0,7484875.0,7484875.0,,,0.0,12252234.0,-0.3891012039110582
datasets/linear,alex,50000000,41,4159724.0,4159724,4159724,,,7360326.0,7360326.0,7360326.0,,,0.0,13015079.0,-0.43447704005484716
datasets/linear,alex,50000000,42,3263456.0,3263456,3263456,,,7361436.0,7361436.0,7361436.0,,,0.0,12802175.0,-0.4249855200385872
datasets/linear,alex,100000000,21,2366271.0,2366271,2366271,,,3026725.0,3026725.0,3026725.0,,,0.0,3966915.0,-0.23700785118914824
datasets/linear,alex,100000000,22,3311501.0,3311501,3311501,,,7561611.0,7561611.0,7561611.0,,,0.0,12315929.5,-0.38603001909031714
datasets/linear,alex,100000000,41,4349220.0,4349220,4349220,,,8508072.0,8508072.0,8508072.0,,,0.0,12140522.5,-0.29920050805062137
datasets/linear,alex,100000000,42,3317640.0,3317640,3317640,,,8467842.0,8467842.0,8467842.0,,,0.0,12501806.5,-0.32267052765534326
datasets/linear,lipp,0,21,193986.0,193986,193986,,,,,,,,0.0,680152.5,
datasets/linear,lipp,0,22,1322397.0,1322397,1322397,,,6112253.0,6112253.0,6112253.0,,,0.0,5943678.5,0.02836198155738067
datasets/linear,lipp,1000000,21,5078221.0,5078221,5078221,,,2583704.0,2583704.0,2583704.0,,,0.0,844655.0,2.0588867644186086
datasets/linear,lipp,1000000,22,1254460.0,1254460,1254460,,,5438745.0,5438745.0,5438745.0,,,0.0,1832595.5,1.967782579407185
datasets/linear,lipp,1000000,41,197561.0,197561,197561,,,,,,,,0.0,690663.5,
datasets/linear,lipp,1000000,42,1226682.0,1226682,1226682,,,1831177.0,1831177.0,1831177.0,,,0.0,1909982.5,-0.0412598021186058
datasets/linear,lipp,2000000,21,5886288.0,5886288,5886288,,,1056601.0,1056601.0,1056601.0,,,0.0,873786.5,0.20922101680444824
datasets/linear,lipp,2000000,22,1433980.0,1433980,1433980,,,2046776.0,2046776.0,2046776.0,,,0.0,1940279.5,0.054887195375717776
datasets/linear,lipp,2000000,41,200792.0,200792,200792,,,261632.0,261632.0,261632.0,,,0.0,687043.0,-0.6191912296610256
datasets/linear,lipp,2000000,42,1226804.0,1226804,1226804,,,1827952.0,1827952.0,1827952.0,,,0.0,4506337.0,-0.5943596761627016
datasets/linear,lipp,5000000,21,9991074.0,9991074,9991074,,,3392323.0,3392323.0,3392323.0,,,0.0,1285000.0,1.6399400778210116
datasets/linear,lipp,5000000,22,2360030.0,2360030,2360030,,,3413117.0,3413117.0,3413117.0,,,0.0,2363441.0,0.44413040139356136
datasets/linear,lipp,5000000,41,203907.0,203907,203907,,,268261.0,268261.0,268261.0,,,0.0,711764.0,-0.6231040063841385
datasets/linear,lipp,5000000,42,1291592.0,1291592,1291592,,,1959398.0,1959398.0,1959398.0,,,0.0,4521134.5,-0.5666136453140246
datasets/linear,lipp,10000000,21,10372600.0,10372600,10372600,,,3431787.0,3431787.0,3431787.0,,,0.0,2213057.0,0.5506997786320009
datasets/linear,lipp,10000000,22,2372225.0,2372225,2372225,,,3422528.0,3422528.0,3422528.0,,,0.0,2964123.5,0.15465094487459782
datasets/linear,lipp,10000000,41,1792106.0,1792106,1792106,,,9085696.0,9085696.0,9085696.0,,,0.0,749483.5,11.12260977059535
datasets/linear,lipp,10000000,42,5615973.0,5615973,5615973,,,10000807.0,10000807.0,10000807.0,,,0.0,4665666.0,1.1434896968621415
