id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite,partition_method,partition_num
20250108124042,0,1,0,0,0,datasets/linear,,btreeolc,16609427,10000000,0.99,0,16,88,899,1200,1877,5317,17423,2.06422e+06,944.271,1866,100,279655,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124104,1,0,0,0,0,datasets/linear,,btreeolc,17125445,10000000,0.99,0,16,116,870,1106,1443,1748,17083,593124,895.448,1866,100,95071.5,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124143,0,1,0,0,0,datasets/linear,,btreeolc,62294920,20000000,0.99,0,16,74,119,282,2016,4014,9086,146423,190.909,1866,100,117391,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124205,1,0,0,0,0,datasets/linear,,btreeolc,17084117,20000000,0.99,0,16,94,870,1122,1455,1756,17011,601969,898.871,1866,100,92636.1,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124301,0,1,0,0,0,datasets/linear,,btreeolc,16752201,20000000,0.99,0,16,114,893,1192,1862,5144,17050,212466,936.152,1866,100,169114,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124323,1,0,0,0,0,datasets/linear,,btreeolc,17195231,20000000,0.99,0,16,116,867,1104,1439,1727,16872,69260,892.444,1866,100,78618.4,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124401,0,1,0,0,0,datasets/linear,,btreeolc,88146158,50000000,0.99,0,16,78,103,205,2011,4089,9478,98434,162.731,1866,100,120467,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124422,1,0,0,0,0,datasets/linear,,btreeolc,17053059,50000000,0.99,0,16,124,872,1125,1459,1759,16944,6.41098e+06,900.549,1866,100,288824,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124516,0,1,0,0,0,datasets/linear,,btreeolc,17072205,50000000,0.99,0,16,117,876,1169,1843,5143,17143,86015,918.207,1866,100,174726,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124537,1,0,0,0,0,datasets/linear,,btreeolc,17078512,50000000,0.99,0,16,128,872,1112,1448,1745,17047,347222,898.911,1866,100,91787.8,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124616,0,1,0,0,0,datasets/linear,,btreeolc,71664013,100000000,0.99,0,16,79,111,265,2011,4082,9791,80773,180.844,1866,100,122422,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124638,1,0,0,0,0,datasets/linear,,btreeolc,16892649,100000000,0.99,0,16,115,880,1135,1470,1794,17260,320254,909.536,1866,100,108105,1,0,0,0,0,64,200000000,41,0,direct,1
20250108124727,0,1,0,0,0,datasets/linear,,btreeolc,17965759,100000000,0.99,0,16,128,830,1116,1780,5021,15866,278135,871.418,1866,100,160919,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124749,1,0,0,0,0,datasets/linear,,btreeolc,17006459,100000000,0.99,0,16,114,876,1122,1455,1746,16970,250611,903.089,1866,100,86831.7,1,0,0,0,0,64,200000000,42,0,direct,1
20250108124831,0,1,0,0,0,datasets/covid,,btreeolc,13062271,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,-nan,1,0,0,0,0,64,200000000,10,0,direct,1
20250108124854,1,0,0,0,0,datasets/covid,,btreeolc,16726237,200000000,0.99,0,16,107,890,1148,1478,1766,17065,187200,918.251,1866,100,92310.2,1,0,0,0,0,64,200000000,10,0,direct,1
20250108124936,0,1,0,0,0,datasets/covid,,btreeolc,89239743,0,0.99,0,16,44,101,200,2011,4071,8844,183671,160.257,1866,100,117954,1,0,0,0,0,64,200000000,21,0,direct,1
20250108124957,1,0,0,0,0,datasets/covid,,btreeolc,17118811,0,0.99,0,16,123,867,1118,1454,1769,17098,69330,896.695,1866,100,93830.3,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125047,0,1,0,0,0,datasets/covid,,btreeolc,16585443,0,0.99,0,16,87,903,1206,1870,5132,16966,256280,945.838,1866,100,167013,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125109,1,0,0,0,0,datasets/covid,,btreeolc,17202695,0,0.99,0,16,125,866,1101,1438,1734,17059,601167,891.076,1866,100,99403,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125151,0,1,0,0,0,datasets/covid,,btreeolc,80406463,1000000,0.99,0,16,62,108,244,1976,3873,8374,543731,167.133,1866,100,107172,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125213,1,0,0,0,0,datasets/covid,,btreeolc,17113851,1000000,0.99,0,16,117,868,1120,1454,1758,17047,613644,896.924,1866,100,102242,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125303,0,1,0,0,0,datasets/covid,,btreeolc,16590535,1000000,0.99,0,16,132,902,1205,1865,5128,16853,69668,945.528,1866,100,160660,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125324,1,0,0,0,0,datasets/covid,,btreeolc,17226217,1000000,0.99,0,16,117,864,1099,1437,1737,17002,6.25666e+06,889.747,1866,100,282844,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125406,0,1,0,0,0,datasets/covid,,btreeolc,88128850,2000000,0.99,0,16,64,107,217,1962,3869,8407,594463,161.484,1866,100,106042,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125427,1,0,0,0,0,datasets/covid,,btreeolc,17142281,2000000,0.99,0,16,106,867,1119,1453,1754,16859,1.28556e+07,895.064,1866,100,1.11498e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125517,0,1,0,0,0,datasets/covid,,btreeolc,16498312,2000000,0.99,0,16,115,905,1209,1877,5228,17194,71769,950.829,1866,100,177356,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125539,1,0,0,0,0,datasets/covid,,btreeolc,17149401,2000000,0.99,0,16,114,868,1103,1439,1737,17146,1.3247e+06,893.871,1866,100,140668,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125621,0,1,0,0,0,datasets/covid,,btreeolc,86571956,5000000,0.99,0,16,66,108,239,1964,3829,8053,6.34873e+06,165.225,1866,100,309436,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125643,1,0,0,0,0,datasets/covid,,btreeolc,17052741,5000000,0.99,0,16,80,870,1123,1460,1797,17220,233493,900.17,1866,100,105869,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125733,0,1,0,0,0,datasets/covid,,btreeolc,16444804,5000000,0.99,0,16,138,907,1209,1850,5172,17065,1.32705e+07,954.049,1866,100,1.07307e+06,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125755,1,0,0,0,0,datasets/covid,,btreeolc,17066560,5000000,0.99,0,16,112,873,1113,1450,1744,17005,100652,898.201,1866,100,84935.9,1,0,0,0,0,64,200000000,22,0,direct,1
20250108125837,0,1,0,0,0,datasets/covid,,btreeolc,86995981,10000000,0.99,0,16,66,109,241,1957,3802,8645,183087,164.872,1866,100,101372,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125859,1,0,0,0,0,datasets/covid,,btreeolc,17053910,10000000,0.99,0,16,107,871,1125,1459,1765,17013,554366,900.025,1866,100,90466.4,1,0,0,0,0,64,200000000,21,0,direct,1
20250108125949,0,1,0,0,0,datasets/covid,,btreeolc,16344953,10000000,0.99,0,16,137,910,1212,1844,5140,17104,71533,959.937,1866,100,163109,1,0,0,0,0,64,200000000,22,0,direct,1
