id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite,partition_method,partition_num
20250107175201,1,0,0,0,0,datasets/linear,,alex,6311953,2000000,0.99,0,1,9,12,13,28,41,223,124607,12.5233,1866,100,7693.89,1,0,0,0,0,64,200000000,41,0,direct,1
20250107175345,0,1,0,0,0,datasets/linear,,alex,3330023,2000000,0.99,0,1,23,164,264,527,1427,5316,3.75386e+07,246.923,1866,100,8.78962e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107175423,1,0,0,0,0,datasets/linear,,alex,6260577,2000000,0.99,0,1,9,12,13,32,414,794,79822,13.2979,1866,100,2958.54,1,0,0,0,0,64,200000000,42,0,direct,1
20250107175549,0,1,0,0,0,datasets/linear,,alex,3650423,5000000,0.99,0,1,23,27,716,2227,4620,6763,6.0429e+07,258.612,1866,100,5.96263e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107175627,1,0,0,0,0,datasets/linear,,alex,6348248,5000000,0.99,0,1,9,12,13,14,102,293,62927,12.3648,1866,100,2750.9,1,0,0,0,0,64,200000000,41,0,direct,1
20250107175808,0,1,0,0,0,datasets/linear,,alex,3359309,5000000,0.99,0,1,24,160,249,505,821,3821,3.88969e+07,249.665,1866,100,1.15532e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107175847,1,0,0,0,0,datasets/linear,,alex,6221481,5000000,0.99,0,1,9,12,13,14,42,521,98104,12.4149,1866,100,2772.87,1,0,0,0,0,64,200000000,42,0,direct,1
20250107180013,0,1,0,0,0,datasets/linear,,alex,3638519,10000000,0.99,0,1,23,27,717,2259,4631,6805,6.03599e+07,259.482,1866,100,5.98255e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107180051,1,0,0,0,0,datasets/linear,,alex,6335053,10000000,0.99,0,1,9,12,13,15,30,246,63042,12.2978,1866,100,2569.06,1,0,0,0,0,64,200000000,41,0,direct,1
20250107180229,0,1,0,0,0,datasets/linear,,alex,3424057,10000000,0.99,0,1,24,159,245,499,658,3401,4.31808e+07,245.359,1866,100,1.30943e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107180307,1,0,0,0,0,datasets/linear,,alex,6264230,10000000,0.99,0,1,9,12,13,16,42,469,47735,12.4915,1866,100,2765.17,1,0,0,0,0,64,200000000,42,0,direct,1
20250107180430,0,1,0,0,0,datasets/linear,,alex,3627782,20000000,0.99,0,1,24,27,720,2276,4679,6770,6.02482e+07,260.367,1866,100,6.06234e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107180508,1,0,0,0,0,datasets/linear,,alex,6304018,20000000,0.99,0,1,9,12,13,15,31,249,65312,12.4107,1866,100,3905.14,1,0,0,0,0,64,200000000,41,0,direct,1
20250107180642,0,1,0,0,0,datasets/linear,,alex,3525265,20000000,0.99,0,1,25,159,242,491,624,2927,3.23504e+07,237.109,1866,100,1.22078e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107180720,1,0,0,0,0,datasets/linear,,alex,6370790,20000000,0.99,0,1,9,12,13,14,35,350,68600,12.2603,1866,100,2224.67,1,0,0,0,0,64,200000000,42,0,direct,1
20250107180836,0,1,0,0,0,datasets/linear,,alex,3563449,50000000,0.99,0,1,23,27,739,2206,4466,6863,5.87968e+07,265.286,1866,100,6.38545e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107180916,1,0,0,0,0,datasets/linear,,alex,6080937,50000000,0.99,0,1,9,12,30,33,51,266,59793,16.9524,1866,100,2567.76,1,0,0,0,0,64,200000000,41,0,direct,1
20250107181043,0,1,0,0,0,datasets/linear,,alex,3400533,50000000,0.99,0,1,23,156,235,485,604,1521,2.96528e+07,248.929,1866,100,1.40338e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107181123,1,0,0,0,0,datasets/linear,,alex,5985285,50000000,0.99,0,1,9,12,30,33,151,445,23864,17.5782,1866,100,2852.46,1,0,0,0,0,64,200000000,42,0,direct,1
20250107181227,0,1,0,0,0,datasets/linear,,alex,3538554,100000000,0.99,0,1,24,27,744,2236,4694,6744,5.88216e+07,267.221,1866,100,6.52734e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107181309,1,0,0,0,0,datasets/linear,,alex,5951760,100000000,0.99,0,1,9,25,31,34,52,255,27450,23.8296,1866,100,2146.99,1,0,0,0,0,64,200000000,41,0,direct,1
20250107181417,0,1,0,0,0,datasets/linear,,alex,3568697,100000000,0.99,0,1,23,153,227,474,592,1529,2.60063e+07,238.333,1866,100,1.38348e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107181500,1,0,0,0,0,datasets/linear,,alex,5938416,100000000,0.99,0,1,9,25,31,34,53,305,46418,24.0532,1866,100,2774.64,1,0,0,0,0,64,200000000,42,0,direct,1
20250107181638,0,1,0,0,0,datasets/covid,,alex,3496562,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,-nan,1,0,0,0,0,64,200000000,10,0,direct,1
20250107181734,1,0,0,0,0,datasets/covid,,alex,4499185,200000000,0.99,0,1,9,167,227,496,670,960,41586,153.211,1866,100,12198.4,1,0,0,0,0,64,200000000,10,0,direct,1
20250107181924,0,1,0,0,0,datasets/covid,,alex,5414388,0,0.99,0,1,24,43,113,890,2248,34951,1.43095e+08,168.503,1866,100,1.0791e+09,1,0,0,0,0,64,200000000,21,0,direct,1
20250107182027,1,0,0,0,0,datasets/covid,,alex,3800794,0,0.99,0,1,9,176,291,645,1037,1596,42815,186.509,1866,100,19678.2,1,0,0,0,0,64,200000000,21,0,direct,1
20250107182248,0,1,0,0,0,datasets/covid,,alex,2256984,0,0.99,0,1,21,248,445,1623,3979,14052,9.63795e+07,395.425,1866,100,9.73769e+08,1,0,0,0,0,64,200000000,22,0,direct,1
20250107182344,1,0,0,0,0,datasets/covid,,alex,4274938,0,0.99,0,1,9,167,239,534,810,1124,28665,149.866,1866,100,15196.3,1,0,0,0,0,64,200000000,22,0,direct,1
20250107182543,0,1,0,0,0,datasets/covid,,alex,4436552,1000000,0.99,0,1,24,68,105,3990,17767,29077,6.18553e+06,209.228,1866,100,1.66839e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250107182720,1,0,0,0,0,datasets/covid,,alex,2310166,1000000,0.99,0,1,9,334,565,826,1020,3259,46487,327.573,1866,100,43768.4,1,0,0,0,0,64,200000000,21,0,direct,1
20250107182936,0,1,0,0,0,datasets/covid,,alex,2416195,1000000,0.99,0,1,24,278,471,890,11744,103164,1.72132e+06,368.688,1866,100,6.76507e+06,1,0,0,0,0,64,200000000,22,0,direct,1
20250107183038,1,0,0,0,0,datasets/covid,,alex,3790290,1000000,0.99,0,1,9,185,282,556,765,1033,44437,172.242,1866,100,18131.9,1,0,0,0,0,64,200000000,22,0,direct,1
20250107183239,0,1,0,0,0,datasets/covid,,alex,4189599,2000000,0.99,0,1,24,72,109,4662,18235,29138,5.65358e+06,222.471,1866,100,1.75917e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250107183418,1,0,0,0,0,datasets/covid,,alex,2253680,2000000,0.99,0,1,10,338,584,853,1044,3416,39972,332.259,1866,100,47710.6,1,0,0,0,0,64,200000000,21,0,direct,1
20250107183626,0,1,0,0,0,datasets/covid,,alex,2658867,2000000,0.99,0,1,24,238,404,876,2192,146597,6.60953e+06,331.243,1866,100,2.54314e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107183723,1,0,0,0,0,datasets/covid,,alex,4184078,2000000,0.99,0,1,9,176,243,519,739,1049,55596,153.943,1866,100,15442,1,0,0,0,0,64,200000000,22,0,direct,1
20250107183926,0,1,0,0,0,datasets/covid,,alex,4013222,5000000,0.99,0,1,23,76,114,5159,18772,30049,5.59103e+06,232.942,1866,100,1.92323e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250107184109,1,0,0,0,0,datasets/covid,,alex,2161337,5000000,0.99,0,1,9,376,589,850,1015,3575,51922,344.522,1866,100,50974.2,1,0,0,0,0,64,200000000,21,0,direct,1
20250107184315,0,1,0,0,0,datasets/covid,,alex,2670629,5000000,0.99,0,1,24,235,399,890,2181,149954,6.71744e+06,329.452,1866,100,2.90677e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107184412,1,0,0,0,0,datasets/covid,,alex,4215696,5000000,0.99,0,1,9,174,241,514,725,1039,27423,147.457,1866,100,16039.9,1,0,0,0,0,64,200000000,22,0,direct,1
20250107184616,0,1,0,0,0,datasets/covid,,alex,3943489,10000000,0.99,0,1,23,80,118,5264,19933,32715,5.72555e+06,237.374,1866,100,2.18773e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250107184801,1,0,0,0,0,datasets/covid,,alex,2115608,10000000,0.99,0,1,9,381,600,859,1021,3826,45418,355.806,1866,100,52634.7,1,0,0,0,0,64,200000000,21,0,direct,1
20250107185006,0,1,0,0,0,datasets/covid,,alex,2712983,10000000,0.99,0,1,24,236,399,878,2126,141048,5.0076e+06,323.334,1866,100,2.04704e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107185104,1,0,0,0,0,datasets/covid,,alex,4137094,10000000,0.99,0,1,9,176,248,534,794,1099,48614,162.341,1866,100,15531.4,1,0,0,0,0,64,200000000,22,0,direct,1
20250107185307,0,1,0,0,0,datasets/covid,,alex,3890231,20000000,0.99,0,1,24,84,121,4999,23070,43184,5.57096e+06,240.799,1866,100,3.20436e+06,1,0,0,0,0,64,200000000,21,0,direct,1
20250107185453,1,0,0,0,0,datasets/covid,,alex,2096405,20000000,0.99,0,1,9,383,603,861,1022,3516,81297,361.613,1866,100,50674.8,1,0,0,0,0,64,200000000,21,0,direct,1
20250107185657,0,1,0,0,0,datasets/covid,,alex,2721265,20000000,0.99,0,1,24,236,398,824,1921,151179,3.44965e+06,322.007,1866,100,1.97662e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107185754,1,0,0,0,0,datasets/covid,,alex,4222644,20000000,0.99,0,1,9,174,241,518,740,1039,23384,151.605,1866,100,15571.3,1,0,0,0,0,64,200000000,22,0,direct,1
20250107185957,0,1,0,0,0,datasets/covid,,alex,3707538,50000000,0.99,0,1,24,87,122,2607,30937,100458,5.7275e+06,253.369,1866,100,1.0013e+07,1,0,0,0,0,64,200000000,21,0,direct,1
20250107190147,1,0,0,0,0,datasets/covid,,alex,2016640,50000000,0.99,0,1,9,392,628,884,1043,4161,40423,389.13,1866,100,50252.6,1,0,0,0,0,64,200000000,21,0,direct,1
20250107190350,0,1,0,0,0,datasets/covid,,alex,2637435,50000000,0.99,0,1,24,245,415,810,1806,173119,3.2826e+06,331.221,1866,100,2.26586e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107190447,1,0,0,0,0,datasets/covid,,alex,4212936,50000000,0.99,0,1,9,173,241,513,719,1024,40832,146.75,1866,100,16097.4,1,0,0,0,0,64,200000000,22,0,direct,1
20250107190649,0,1,0,0,0,datasets/covid,,alex,3201938,100000000,0.99,0,1,24,85,122,179,61801,259609,6.75071e+06,295.929,1866,100,4.67423e+07,1,0,0,0,0,64,200000000,21,0,direct,1
20250107190830,1,0,0,0,0,datasets/covid,,alex,2224384,100000000,0.99,0,1,9,347,575,841,1024,3348,44554,327.688,1866,100,48149.4,1,0,0,0,0,64,200000000,21,0,direct,1
20250107191027,0,1,0,0,0,datasets/covid,,alex,2721463,100000000,0.99,0,1,24,247,408,813,1779,147873,2.11837e+06,318.678,1866,100,1.67317e+07,1,0,0,0,0,64,200000000,22,0,direct,1
20250107191124,1,0,0,0,0,datasets/covid,,alex,4210381,100000000,0.99,0,1,9,176,245,526,775,1082,38385,165.009,1866,100,14994.7,1,0,0,0,0,64,200000000,22,0,direct,1
20250107191253,0,1,0,0,0,datasets/covid,,alex,5379970,1000000,0.99,0,1,25,47,116,859,2031,32606,9.96543e+07,169.65,1866,100,9.06282e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107191408,1,0,0,0,0,datasets/covid,,alex,3091359,1000000,0.99,0,1,9,248,369,732,1158,1837,47911,242.622,1866,100,24469,1,0,0,0,0,64,200000000,41,0,direct,1
20250107191631,0,1,0,0,0,datasets/covid,,alex,2430340,1000000,0.99,0,1,24,242,428,1443,3686,44071,6.53695e+07,364.312,1866,100,3.66558e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107191727,1,0,0,0,0,datasets/covid,,alex,4298454,1000000,0.99,0,1,9,167,237,533,816,1146,42010,150.776,1866,100,15822.2,1,0,0,0,0,64,200000000,42,0,direct,1
20250107191855,0,1,0,0,0,datasets/covid,,alex,5379673,2000000,0.99,0,1,24,43,118,963,2152,29611,1.04632e+08,169.691,1866,100,9.26648e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107192003,1,0,0,0,0,datasets/covid,,alex,3453272,2000000,0.99,0,1,9,198,323,694,1113,1728,33277,208.543,1866,100,23813.5,1,0,0,0,0,64,200000000,41,0,direct,1
20250107192241,0,1,0,0,0,datasets/covid,,alex,2049129,2000000,0.99,0,1,24,299,518,1650,4031,17110,1.16783e+08,440.525,1866,100,8.95801e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107192344,1,0,0,0,0,datasets/covid,,alex,3748404,2000000,0.99,0,1,9,180,295,592,866,1251,40156,174.494,1866,100,20439.2,1,0,0,0,0,64,200000000,42,0,direct,1
20250107192512,0,1,0,0,0,datasets/covid,,alex,5462027,5000000,0.99,0,1,23,43,115,892,2136,32062,1.74363e+08,166.857,1866,100,1.06828e+09,1,0,0,0,0,64,200000000,41,0,direct,1
20250107192615,1,0,0,0,0,datasets/covid,,alex,3738930,5000000,0.99,0,1,9,177,296,670,1093,1680,44491,190.548,1866,100,21371,1,0,0,0,0,64,200000000,41,0,direct,1
20250107192842,0,1,0,0,0,datasets/covid,,alex,2275464,5000000,0.99,0,1,24,245,438,1608,3991,15074,6.07412e+07,392.071,1866,100,9.05451e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107192938,1,0,0,0,0,datasets/covid,,alex,4312181,5000000,0.99,0,1,9,167,236,533,816,1193,48168,150.862,1866,100,15382.7,1,0,0,0,0,64,200000000,42,0,direct,1
20250107193106,0,1,0,0,0,datasets/covid,,alex,5419532,10000000,0.99,0,1,24,43,115,902,2098,31909,9.02419e+07,168.29,1866,100,9.55369e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107193209,1,0,0,0,0,datasets/covid,,alex,3764734,10000000,0.99,0,1,9,177,299,661,1072,1599,28598,189.027,1866,100,19820,1,0,0,0,0,64,200000000,41,0,direct,1
20250107193437,0,1,0,0,0,datasets/covid,,alex,2215958,10000000,0.99,0,1,24,252,449,1597,4007,14156,7.77409e+07,404.04,1866,100,1.2052e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107193533,1,0,0,0,0,datasets/covid,,alex,4280886,10000000,0.99,0,1,9,167,242,537,816,1197,96221,152.171,1866,100,15659.8,1,0,0,0,0,64,200000000,42,0,direct,1
20250107193701,0,1,0,0,0,datasets/covid,,alex,5462626,20000000,0.99,0,1,24,43,115,869,2074,32343,1.61981e+08,166.822,1866,100,1.11077e+09,1,0,0,0,0,64,200000000,41,0,direct,1
20250107193805,1,0,0,0,0,datasets/covid,,alex,3706652,20000000,0.99,0,1,9,179,308,653,1038,1598,45904,192.932,1866,100,20773.3,1,0,0,0,0,64,200000000,41,0,direct,1
20250107194031,0,1,0,0,0,datasets/covid,,alex,2216417,20000000,0.99,0,1,25,250,447,1610,4000,13595,8.89155e+07,404.407,1866,100,1.25317e+09,1,0,0,0,0,64,200000000,42,0,direct,1
20250107194127,1,0,0,0,0,datasets/covid,,alex,4222895,20000000,0.99,0,1,9,169,248,542,815,1214,24000,155.516,1866,100,16268.8,1,0,0,0,0,64,200000000,42,0,direct,1
20250107194257,0,1,0,0,0,datasets/covid,,alex,5396744,50000000,0.99,0,1,24,43,113,908,2122,33596,1.06537e+08,169.045,1866,100,1.07936e+09,1,0,0,0,0,64,200000000,41,0,direct,1
20250107194359,1,0,0,0,0,datasets/covid,,alex,3813275,50000000,0.99,0,1,9,179,288,631,1036,1616,44396,186.12,1866,100,19460.3,1,0,0,0,0,64,200000000,41,0,direct,1
20250107194610,0,1,0,0,0,datasets/covid,,alex,2433780,50000000,0.99,0,1,24,229,410,1416,3523,12304,6.43726e+07,366.028,1866,100,4.44322e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107194707,1,0,0,0,0,datasets/covid,,alex,4204393,50000000,0.99,0,1,9,171,245,536,804,1189,33277,156.531,1866,100,15353.2,1,0,0,0,0,64,200000000,42,0,direct,1
20250107194838,0,1,0,0,0,datasets/covid,,alex,5824149,100000000,0.99,0,1,24,43,108,669,1608,43447,1.15876e+08,155.356,1866,100,7.32101e+08,1,0,0,0,0,64,200000000,41,0,direct,1
20250107194938,1,0,0,0,0,datasets/covid,,alex,4004445,100000000,0.99,0,1,9,178,258,581,913,1400,29763,176.968,1866,100,16728.5,1,0,0,0,0,64,200000000,41,0,direct,1
20250107195136,0,1,0,0,0,datasets/covid,,alex,2515196,100000000,0.99,0,1,25,215,390,1292,3200,15813,9.39891e+07,355.952,1866,100,7.52549e+08,1,0,0,0,0,64,200000000,42,0,direct,1
20250107195233,1,0,0,0,0,datasets/covid,,alex,4303364,100000000,0.99,0,1,9,173,237,522,779,1174,38053,155.344,1866,100,14427.8,1,0,0,0,0,64,200000000,42,0,direct,1
20250107195434,0,1,0,0,0,datasets/fb-1,,alex,2070289,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,-nan,1,0,0,0,0,64,200000000,10,0,direct,1
20250107195645,1,0,0,0,0,datasets/fb-1,,alex,1677212,200000000,0.99,0,1,36,499,746,1003,1223,4753,50825,529.322,1866,100,33757.1,1,0,0,0,0,64,200000000,10,0,direct,1
20250107195819,0,1,0,0,0,datasets/fb-1,,alex,5439272,0,0.99,0,1,24,63,90,885,18201,98871,2.54882e+07,167.559,1866,100,2.81425e+07,1,0,0,0,0,64,200000000,21,0,direct,1
20250107200105,1,0,0,0,0,datasets/fb-1,,alex,1292873,0,0.99,0,1,23,656,1022,1425,1809,5849,51674,701.973,1866,100,67622.3,1,0,0,0,0,64,200000000,21,0,direct,1
