id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,pgm,error_bound,table_size,test_suite
20240723002224,0,1,0,0,0,datasets/covid,,alex,2316579,200000000,0.99,4609784784,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,10
20240723002247,1,0,0,0,0,datasets/covid,,alex,8444793,200000000,0.99,4609784784,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,10
20240723002247,0,1,0,0,0,datasets/covid,,alex,2318099,200000000,0.99,4609784784,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,10
20240723002310,1,0,0,0,0,datasets/covid,,alex,8578175,200000000,0.99,4609784784,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,10
20240723004416,0,1,0,0,0,datasets/covid,,alex,5699092,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723004444,1,0,0,0,0,datasets/covid,,alex,7237165,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723004446,0,1,0,0,0,datasets/covid,,alex,5689452,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723004514,1,0,0,0,0,datasets/covid,,alex,7144646,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723005403,0,1,0,0,0,datasets/covid,,alex,4392056,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723005451,1,0,0,0,0,datasets/covid,,alex,4171076,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723005433,0,1,0,0,0,datasets/covid,,alex,4392590,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723005523,1,0,0,0,0,datasets/covid,,alex,4029298,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723012137,0,1,0,0,0,datasets/covid,,alex,3824512,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723012236,1,0,0,0,0,datasets/covid,,alex,3445003,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723012213,0,1,0,0,0,datasets/covid,,alex,3824231,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723012309,1,0,0,0,0,datasets/covid,,alex,3532637,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723014417,0,1,0,0,0,datasets/covid,,alex,3149702,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723014508,1,0,0,0,0,datasets/covid,,alex,3866486,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723014457,0,1,0,0,0,datasets/covid,,alex,3135803,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723014548,1,0,0,0,0,datasets/covid,,alex,3921888,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723010405,0,1,0,0,0,datasets/covid,,alex,4102453,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723010458,1,0,0,0,0,datasets/covid,,alex,3781435,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723010436,0,1,0,0,0,datasets/covid,,alex,4097566,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723010530,1,0,0,0,0,datasets/covid,,alex,3764367,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723012928,0,1,0,0,0,datasets/covid,,alex,3772919,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013026,1,0,0,0,0,datasets/covid,,alex,3506755,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013004,0,1,0,0,0,datasets/covid,,alex,3764862,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013102,1,0,0,0,0,datasets/covid,,alex,3461439,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723011324,0,1,0,0,0,datasets/covid,,alex,3889695,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723011417,1,0,0,0,0,datasets/covid,,alex,3738820,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723011358,0,1,0,0,0,datasets/covid,,alex,3898145,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723011451,1,0,0,0,0,datasets/covid,,alex,3797167,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013657,0,1,0,0,0,datasets/covid,,alex,3586362,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013752,1,0,0,0,0,datasets/covid,,alex,3579006,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013734,0,1,0,0,0,datasets/covid,,alex,3583829,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723013831,1,0,0,0,0,datasets/covid,,alex,3545078,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,21
20240723015734,0,1,0,0,0,datasets/covid,,alex,2352848,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723015759,1,0,0,0,0,datasets/covid,,alex,7979131,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723015808,0,1,0,0,0,datasets/covid,,alex,2360528,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723015832,1,0,0,0,0,datasets/covid,,alex,8161848,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723021103,0,1,0,0,0,datasets/covid,,alex,2557548,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723021131,1,0,0,0,0,datasets/covid,,alex,7188426,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723021131,0,1,0,0,0,datasets/covid,,alex,2525242,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723021159,1,0,0,0,0,datasets/covid,,alex,7194960,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723024923,0,1,0,0,0,datasets/covid,,alex,2900978,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723024949,1,0,0,0,0,datasets/covid,,alex,7816404,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723024936,0,1,0,0,0,datasets/covid,,alex,2892015,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723025001,1,0,0,0,0,datasets/covid,,alex,7988417,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031923,0,1,0,0,0,datasets/covid,,alex,2894005,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031949,1,0,0,0,0,datasets/covid,,alex,7630438,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031941,0,1,0,0,0,datasets/covid,,alex,2835683,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723032007,1,0,0,0,0,datasets/covid,,alex,7650988,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723022427,0,1,0,0,0,datasets/covid,,alex,2759903,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723022453,1,0,0,0,0,datasets/covid,,alex,7670761,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723022453,0,1,0,0,0,datasets/covid,,alex,2678527,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723022519,1,0,0,0,0,datasets/covid,,alex,7859181,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723030038,0,1,0,0,0,datasets/covid,,alex,2896928,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723030103,1,0,0,0,0,datasets/covid,,alex,8078575,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723030048,0,1,0,0,0,datasets/covid,,alex,2871406,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723030113,1,0,0,0,0,datasets/covid,,alex,8114323,20000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723023717,0,1,0,0,0,datasets/covid,,alex,2808897,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723023742,1,0,0,0,0,datasets/covid,,alex,8037888,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723023736,0,1,0,0,0,datasets/covid,,alex,2777537,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723023800,1,0,0,0,0,datasets/covid,,alex,8217889,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031036,0,1,0,0,0,datasets/covid,,alex,2845510,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031101,1,0,0,0,0,datasets/covid,,alex,8166193,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031041,0,1,0,0,0,datasets/covid,,alex,2852332,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723031105,1,0,0,0,0,datasets/covid,,alex,8327055,50000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,22
20240723062330,0,1,0,0,0,datasets/covid,,alex,5781700,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723062406,1,0,0,0,0,datasets/covid,,alex,5443949,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723062345,0,1,0,0,0,datasets/covid,,alex,5770402,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723062422,1,0,0,0,0,datasets/covid,,alex,5427719,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723072745,0,1,0,0,0,datasets/covid,,alex,5746725,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723072814,1,0,0,0,0,datasets/covid,,alex,6936210,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
20240723072806,0,1,0,0,0,datasets/covid,,alex,5749064,10000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,64,200000000,41
