id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite
20241126224123,0,1,0,0,0,datasets/fb-1,,artolc,8581175,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224306,1,0,0,0,0,datasets/fb-1,,artolc,1954811,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224353,0,1,0,0,0,datasets/fb-1,,artolc,8587616,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224443,1,0,0,0,0,datasets/fb-1,,artolc,4006441,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224530,0,1,0,0,0,datasets/fb-1,,artolc,8564982,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224555,1,0,0,0,0,datasets/fb-1,,artolc,8041735,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224642,0,1,0,0,0,datasets/fb-1,,artolc,8577139,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224654,1,0,0,0,0,datasets/fb-1,,artolc,16147174,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224742,0,1,0,0,0,datasets/fb-1,,artolc,8575234,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224748,1,0,0,0,0,datasets/fb-1,,artolc,30394630,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126224859,0,1,0,0,0,datasets/fb-1,,artolc,8394161,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225041,1,0,0,0,0,datasets/fb-1,,artolc,1952494,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225130,0,1,0,0,0,datasets/fb-1,,artolc,15190456,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225221,1,0,0,0,0,datasets/fb-1,,artolc,3994525,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225259,0,1,0,0,0,datasets/fb-1,,artolc,26317860,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225324,1,0,0,0,0,datasets/fb-1,,artolc,7983432,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225356,0,1,0,0,0,datasets/fb-1,,artolc,47076357,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225408,1,0,0,0,0,datasets/fb-1,,artolc,16077514,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225438,0,1,0,0,0,datasets/fb-1,,artolc,71992522,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225445,1,0,0,0,0,datasets/fb-1,,artolc,30195669,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126225644,0,1,0,0,0,datasets/fb-1,,artolc,2079341,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126225829,1,0,0,0,0,datasets/fb-1,,artolc,1921700,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126225941,0,1,0,0,0,datasets/fb-1,,artolc,4045315,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230032,1,0,0,0,0,datasets/fb-1,,artolc,3950043,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230121,0,1,0,0,0,datasets/fb-1,,artolc,7865547,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230146,1,0,0,0,0,datasets/fb-1,,artolc,7912043,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230223,0,1,0,0,0,datasets/fb-1,,artolc,15166225,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230235,1,0,0,0,0,datasets/fb-1,,artolc,15974213,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230306,0,1,0,0,0,datasets/fb-1,,artolc,26984976,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230313,1,0,0,0,0,datasets/fb-1,,artolc,29850741,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126230422,0,1,0,0,0,datasets/fb-1,,artolc,7099804,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230606,1,0,0,0,0,datasets/fb-1,,artolc,1922988,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230700,0,1,0,0,0,datasets/fb-1,,artolc,13359386,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230750,1,0,0,0,0,datasets/fb-1,,artolc,3950331,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230836,0,1,0,0,0,datasets/fb-1,,artolc,25030764,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230901,1,0,0,0,0,datasets/fb-1,,artolc,7920175,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230943,0,1,0,0,0,datasets/fb-1,,artolc,47072746,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126230955,1,0,0,0,0,datasets/fb-1,,artolc,16002467,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126231035,0,1,0,0,0,datasets/fb-1,,artolc,74706887,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126231042,1,0,0,0,0,datasets/fb-1,,artolc,29938873,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126231218,0,1,0,0,0,datasets/fb-1,,artolc,1925853,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231403,1,0,0,0,0,datasets/fb-1,,artolc,1904894,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231510,0,1,0,0,0,datasets/fb-1,,artolc,3774465,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231601,1,0,0,0,0,datasets/fb-1,,artolc,3909356,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231653,0,1,0,0,0,datasets/fb-1,,artolc,7332376,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231718,1,0,0,0,0,datasets/fb-1,,artolc,7860258,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231802,0,1,0,0,0,datasets/fb-1,,artolc,14221027,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231815,1,0,0,0,0,datasets/fb-1,,artolc,15881089,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231856,0,1,0,0,0,datasets/fb-1,,artolc,25247461,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231902,1,0,0,0,0,datasets/fb-1,,artolc,29826007,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126231950,0,1,0,0,0,datasets/fb-1,,artolc,8377626,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232132,1,0,0,0,0,datasets/fb-1,,artolc,1953530,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232214,0,1,0,0,0,datasets/fb-1,,artolc,15314929,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232305,1,0,0,0,0,datasets/fb-1,,artolc,3992518,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232344,0,1,0,0,0,datasets/fb-1,,artolc,26250198,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232409,1,0,0,0,0,datasets/fb-1,,artolc,8013145,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232446,0,1,0,0,0,datasets/fb-1,,artolc,46793006,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232459,1,0,0,0,0,datasets/fb-1,,artolc,16040627,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232536,0,1,0,0,0,datasets/fb-1,,artolc,72536228,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232542,1,0,0,0,0,datasets/fb-1,,artolc,30292600,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241126232705,0,1,0,0,0,datasets/fb-1,,artolc,2303581,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126232848,1,0,0,0,0,datasets/fb-1,,artolc,1938886,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126232950,0,1,0,0,0,datasets/fb-1,,artolc,4517837,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233041,1,0,0,0,0,datasets/fb-1,,artolc,3978182,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233132,0,1,0,0,0,datasets/fb-1,,artolc,8661961,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233157,1,0,0,0,0,datasets/fb-1,,artolc,7969817,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233242,0,1,0,0,0,datasets/fb-1,,artolc,16831608,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233255,1,0,0,0,0,datasets/fb-1,,artolc,16095218,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233338,0,1,0,0,0,datasets/fb-1,,artolc,29625985,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233344,1,0,0,0,0,datasets/fb-1,,artolc,30119723,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241126233429,0,1,0,0,0,datasets/osm,,artolc,9690950,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233609,1,0,0,0,0,datasets/osm,,artolc,1991748,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233654,0,1,0,0,0,datasets/osm,,artolc,9659636,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233743,1,0,0,0,0,datasets/osm,,artolc,4074815,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233828,0,1,0,0,0,datasets/osm,,artolc,9659950,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233852,1,0,0,0,0,datasets/osm,,artolc,8135014,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233937,0,1,0,0,0,datasets/osm,,artolc,9628861,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126233949,1,0,0,0,0,datasets/osm,,artolc,16221865,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126234034,0,1,0,0,0,datasets/osm,,artolc,9649183,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126234040,1,0,0,0,0,datasets/osm,,artolc,30567815,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,10
20241126234148,0,1,0,0,0,datasets/osm,,artolc,9449228,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234329,1,0,0,0,0,datasets/osm,,artolc,1993270,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234416,0,1,0,0,0,datasets/osm,,artolc,17283628,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234505,1,0,0,0,0,datasets/osm,,artolc,4058847,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234542,0,1,0,0,0,datasets/osm,,artolc,31259099,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234607,1,0,0,0,0,datasets/osm,,artolc,8133986,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234638,0,1,0,0,0,datasets/osm,,artolc,55976134,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234650,1,0,0,0,0,datasets/osm,,artolc,16219621,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234720,0,1,0,0,0,datasets/osm,,artolc,81813516,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234727,1,0,0,0,0,datasets/osm,,artolc,30332138,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126234915,0,1,0,0,0,datasets/osm,,artolc,2344813,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235058,1,0,0,0,0,datasets/osm,,artolc,1947254,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235205,0,1,0,0,0,datasets/osm,,artolc,4616420,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235255,1,0,0,0,0,datasets/osm,,artolc,4005578,0,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235341,0,1,0,0,0,datasets/osm,,artolc,8936168,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235405,1,0,0,0,0,datasets/osm,,artolc,8040775,0,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235441,0,1,0,0,0,datasets/osm,,artolc,17254138,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235453,1,0,0,0,0,datasets/osm,,artolc,16198334,0,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235523,0,1,0,0,0,datasets/osm,,artolc,30499035,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235530,1,0,0,0,0,datasets/osm,,artolc,30086619,0,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241126235635,0,1,0,0,0,datasets/osm,,artolc,8752732,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126235816,1,0,0,0,0,datasets/osm,,artolc,1971515,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126235907,0,1,0,0,0,datasets/osm,,artolc,16709803,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241126235956,1,0,0,0,0,datasets/osm,,artolc,4036552,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000040,0,1,0,0,0,datasets/osm,,artolc,31499932,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000105,1,0,0,0,0,datasets/osm,,artolc,8007880,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000145,0,1,0,0,0,datasets/osm,,artolc,59047881,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000157,1,0,0,0,0,datasets/osm,,artolc,16167724,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000236,0,1,0,0,0,datasets/osm,,artolc,93513862,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000242,1,0,0,0,0,datasets/osm,,artolc,30323394,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21
20241127000411,0,1,0,0,0,datasets/osm,,artolc,2166593,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000553,1,0,0,0,0,datasets/osm,,artolc,1955621,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000655,0,1,0,0,0,datasets/osm,,artolc,4229446,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000745,1,0,0,0,0,datasets/osm,,artolc,4008545,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000834,0,1,0,0,0,datasets/osm,,artolc,8224639,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000859,1,0,0,0,0,datasets/osm,,artolc,8002193,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000941,0,1,0,0,0,datasets/osm,,artolc,15931873,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127000954,1,0,0,0,0,datasets/osm,,artolc,16065523,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127001033,0,1,0,0,0,datasets/osm,,artolc,28204428,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127001039,1,0,0,0,0,datasets/osm,,artolc,30059324,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22
20241127001124,0,1,0,0,0,datasets/osm,,artolc,9440085,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001305,1,0,0,0,0,datasets/osm,,artolc,1984280,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001345,0,1,0,0,0,datasets/osm,,artolc,17265720,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001434,1,0,0,0,0,datasets/osm,,artolc,4070105,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001511,0,1,0,0,0,datasets/osm,,artolc,30814651,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001536,1,0,0,0,0,datasets/osm,,artolc,8107637,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001612,0,1,0,0,0,datasets/osm,,artolc,54175042,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001624,1,0,0,0,0,datasets/osm,,artolc,16135384,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001700,0,1,0,0,0,datasets/osm,,artolc,80022443,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001706,1,0,0,0,0,datasets/osm,,artolc,30542031,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,41
20241127001823,0,1,0,0,0,datasets/osm,,artolc,2642906,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002004,1,0,0,0,0,datasets/osm,,artolc,1968523,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002102,0,1,0,0,0,datasets/osm,,artolc,5180734,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002151,1,0,0,0,0,datasets/osm,,artolc,4040922,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002240,0,1,0,0,0,datasets/osm,,artolc,10008997,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002305,1,0,0,0,0,datasets/osm,,artolc,8088801,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002348,0,1,0,0,0,datasets/osm,,artolc,19315477,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002401,1,0,0,0,0,datasets/osm,,artolc,16261409,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002442,0,1,0,0,0,datasets/osm,,artolc,33701983,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241127002449,1,0,0,0,0,datasets/osm,,artolc,30420659,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,42
20241116034213,0,1,0,0,0,datasets/linear,,alexolc,21584099,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034315,1,0,0,0,0,datasets/linear,,alexolc,6426808,200000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034430,0,1,0,0,0,datasets/linear,,alexolc,21595389,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034516,1,0,0,0,0,datasets/linear,,alexolc,12984351,200000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034624,0,1,0,0,0,datasets/linear,,alexolc,21593240,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034702,1,0,0,0,0,datasets/linear,,alexolc,25551775,200000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034806,0,1,0,0,0,datasets/linear,,alexolc,21600643,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034841,1,0,0,0,0,datasets/linear,,alexolc,50216709,200000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116034943,0,1,0,0,0,datasets/linear,,alexolc,21596769,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116035016,1,0,0,0,0,datasets/linear,,alexolc,90818823,200000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,1,1,64,200000000,10
20241116085225,0,1,0,0,0,datasets/linear,,alexolc,4066833,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085354,1,0,0,0,0,datasets/linear,,alexolc,3106092,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085527,0,1,0,0,0,datasets/linear,,alexolc,7669830,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085622,1,0,0,0,0,datasets/linear,,alexolc,6371945,100000000,0.99,0,2,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085737,0,1,0,0,0,datasets/linear,,alexolc,14602121,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085817,1,0,0,0,0,datasets/linear,,alexolc,12478178,100000000,0.99,0,4,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085924,0,1,0,0,0,datasets/linear,,alexolc,27303805,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116085956,1,0,0,0,0,datasets/linear,,alexolc,24466219,100000000,0.99,0,8,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116090059,0,1,0,0,0,datasets/linear,,alexolc,43481066,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116090127,1,0,0,0,0,datasets/linear,,alexolc,42224139,100000000,0.99,0,16,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,21
20241116090342,0,1,0,0,0,datasets/linear,,alexolc,3378464,100000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,1,3373,3373,64,200000000,22
